timestamp,is_blink
1630679654391,1
1630679655990,1
1630679657831,1
1630679658159,1
1630679658348,1
1630679658813,1
1630679661059,1
1630679662044,1
1630679662209,1
1630679662803,1
1630679664462,1
1630679664949,1
1630679666587,1
1630679666888,1
1630679677639,1
1630679684886,1
1630679686622,1
1630679691170,1
1630679692456,1
1630679697457,1
1630679698226,1
1630679724292,1
1630679729636,1
1630679746491,1
1630679752146,1
1630679756579,1
1630679759763,1
1630679762073,1
1630679762292,1
1630679766920,1
1630679768479,1
1630679770202,1
1630679772939,1
1630679775546,1
1630679780669,1
1630679788089,1
1630679796357,1
1630679798343,1
1630679800584,1
1630679805089,1
1630679812711,1
1630679819165,1
1630679820670,1
1630679820904,1
1630679821217,1
1630679821736,1
1630679821861,1
1630679822205,1
1630679822535,1
1630679823191,1
1630679825025,1
1630679828657,1
1630679830317,1
1630679831100,1
1630679831350,1
1630679846904,1
1630679854004,1
1630679854598,1
1630679858524,1
1630679859211,1
1630679859666,1
1630679860354,1
1630679860607,1
1630679864866,1
1630679867576,1
1630679870577,1
1630679871845,1
1630679873754,1
1630679877110,1
1630679880172,1
1630679881506,1
1630679885289,1
1630679898664,1
1630679898953,1
1630679899932,1
1630679900793,1
1630679901165,1
1630679901329,1
1630679901629,1
1630679902360,1
1630679905913,1
1630679910468,1
1630679915061,1
1630679917781,1
1630679922307,1
1630679927766,1
1630679933947,1
1630679940231,1
1630679945205,1
1630679952420,1
1630679957197,1
1630679960046,1
1630679963477,1
1630679973021,1
1630679977108,1
1630679981214,1
1630679986158,1
1630679989173,1
1630679991231,1
1630679993348,1
1630679998901,1
1630680004645,1
1630680011405,1
1630680024092,1
1630680028998,1
1630680036501,1
1630680039101,1
1630680043532,1
1630680043987,1
1630680045227,1
1630680046427,1
1630680046862,1
1630680047293,1
1630680047900,1
1630680048241,1
1630680048581,1
1630680048781,1
1630680049646,1
1630680049900,1
1630680051245,1
1630680053022,1
1630680054189,1
1630680055725,1
1630680066966,1
1630680067389,1
1630680067902,1
1630680068261,1
1630680073038,1
1630680075572,1
1630680078340,1
1630680083741,1
1630680086901,1
1630680092021,1
1630680094178,1
1630680095005,1
1630680095697,1
1630680097523,1
1630680097966,1
1630680098758,1
1630680099605,1
1630680099781,1
1630680104467,1
1630680104750,1
1630680105061,1
1630680105789,1
1630680110428,1
1630680110820,1
1630680111761,1
1630680112791,1
1630680115095,1
1630680118575,1
1630680121213,1
1630680121382,1
1630680124406,1
1630680126238,1
1630680126691,1
1630680131457,1
1630680136778,1
1630680139450,1
1630680142964,1
1630680149561,1
1630680150345,1
1630680153463,1
1630680154703,1
1630680156022,1
1630680158107,1
1630680158391,1
1630680158783,1
1630680162065,1
1630680163221,1
1630680163584,1
1630680167828,1
1630680168031,1
1630680168218,1
1630680169763,1
1630680172700,1
1630680173284,1
1630680176637,1
1630680177571,1
1630680178365,1
1630680178989,1
1630680179269,1
1630680181584,1
1630680184558,1
1630680185692,1
1630680191054,1
1630680192395,1
1630680201819,1
1630680203452,1
1630680204075,1
1630680205611,1
1630680207219,1
1630680209266,1
1630680211701,1
1630680212499,1
1630680216959,1
1630680222417,1
1630680223019,1
1630680226782,1
1630680228753,1
1630680232079,1
1630680233828,1
1630680238703,1
1630680241036,1
1630680242162,1
1630680244285,1
1630680247414,1
1630680250109,1
1630680252024,1
1630680253324,1
1630680255247,1
1630680255450,1
1630680255747,1
1630680260739,1
1630680260927,1
1630680261239,1
1630680261867,1
1630680262133,1
1630680265359,1
1630680265690,1
1630680269432,1
1630680269870,1
1630680272952,1
1630680275141,1
1630680277976,1
1630680278210,1
1630680278574,1
1630680283876,1
1630680284282,1
1630680284581,1
1630680289485,1
1630680291716,1
1630680293972,1
1630680296806,1
1630680298421,1
1630680298588,1
1630680301338,1
1630680305218,1
1630680305546,1
1630680308163,1
1630680308444,1
1630680313460,1
1630680314166,1
1630680315908,1
1630680316891,1
1630680317219,1
1630680323190,1
1630680324268,1
1630680324710,1
1630680326625,1
1630680329408,1
1630680330919,1
1630680332370,1
1630680332966,1
1630680333357,1
1630680337092,1
1630680339343,1
1630680342474,1
1630680345324,1
1630680348262,1
1630680349783,1
1630680350392,1
1630680353431,1
1630680355104,1
1630680358019,1
1630680359282,1
1630680361884,1
1630680362989,1
1630680364439,1
1630680364756,1
1630680365020,1
1630680369406,1
1630680369828,1
1630680371853,1
1630680374262,1
1630680374793,1
1630680375996,1
1630680376718,1
1630680376921,1
1630680377202,1
1630680377830,1
1630680379137,1
1630680384423,1
1630680386602,1
1630680386883,1
1630680387838,1
1630680394067,1
1630680394279,1
1630680400160,1
1630680401998,1
1630680403312,1
1630680403659,1
1630680403831,1
1630680404128,1
1630680404440,1
1630680406470,1
1630680406798,1
1630680410350,1
1630680412449,1
1630680413261,1
1630680413655,1
1630680416817,1
1630680417223,1
1630680421156,1
1630680422800,1
1630680423034,1
1630680423362,1
1630680426901,1
1630680427409,1
1630680429945,1
1630680434305,1
1630680435024,1
1630680436403,1
1630680436734,1
1630680438767,1
1630680443546,1
1630680445358,1
1630680445687,1
1630680448757,1
1630680449007,1
1630680453317,1
1630680453694,1
1630680455916,1
1630680456228,1
1630680458953,1
1630680459188,1
1630680464261,1
1630680466095,1
1630680470788,1
1630680477295,1
1630680478790,1
1630680479927,1
1630680484380,1
1630680489439,1
1630680489861,1
1630680491173,1
1630680494855,1
1630680496542,1
1630680500013,1
1630680501770,1
1630680503160,1
1630680507724,1
1630680509250,1
1630680512478,1
1630680515761,1
1630680518987,1
1630680520740,1
1630680522463,1
1630680525863,1
1630680527822,1
1630680529797,1
1630680531505,1
1630680533210,1
1630680536343,1
1630680539807,1
1630680540841,1
1630680541766,1
1630680543065,1
1630680555122,1
1630680557294,1
1630680558186,1
1630680560268,1
1630680562366,1
1630680564999,1
1630680569846,1
1630680572530,1
1630680575246,1
1630680578530,1
1630680579941,1
1630680582443,1
1630680584810,1
1630680585075,1
1630680590378,1
1630680590724,1
1630680594740,1
1630680597814,1
1630680600314,1
