timestamp,duration
1630679430496,584
1630679431080,589
1630679431669,614
1630679432283,625
1630679432908,630
1630679433538,635
1630679434173,634
1630679434807,636
1630679435443,601
1630679436044,576
1630679436620,561
1630679437181,540
1630679437721,526
1630679438247,523
1630679438770,534
1630679439304,574
1630679439878,617
1630679440495,624
1630679441119,664
1630679441783,716
1630679442499,655
1630679443154,598
1630679443752,578
1630679444330,551
1630679444881,533
1630679445414,519
1630679445933,514
1630679446447,509
1630679446956,499
1630679447455,496
1630679447951,497
1630679448448,485
1630679448933,483
1630679449416,481
1630679449897,472
1630679450369,474
1630679450843,462
1630679451305,460
1630679451765,456
1630679452221,446
1630679452667,358
1630679453025,148
1630679453173,382
1630679453555,254
1630679453809,180
1630679453989,431
1630679454420,422
1630679454842,418
1630679455260,1237
1630679456497,414
1630679456911,390
1630679457301,1562
1630679458863,383
1630679459246,379
1630679459625,377
1630679460002,373
1630679460375,371
1630679460746,736
1630679461482,367
1630679461849,314
1630679462163,56
1630679462219,1092
1630679463311,361
1630679463672,105
1630679463777,257
1630679464034,359
1630679464393,361
1630679464754,364
1630679465118,264
1630679465382,95
1630679465477,728
1630679466205,358
1630679466563,362
1630679466925,363
1630679467288,368
1630679467656,370
1630679468026,372
1630679468398,374
1630679468772,748
1630679469520,334
1630679469854,419
1630679470273,381
1630679470654,384
1630679471038,388
1630679471426,379
1630679471805,775
1630679472580,375
1630679472955,387
1630679473342,763
1630679474105,759
1630679474864,378
1630679475242,378
1630679475620,758
1630679476378,378
1630679476756,381
1630679477137,380
1630679477517,383
1630679477900,383
1630679478283,378
1630679478661,379
1630679479040,378
1630679479418,375
1630679479793,751
1630679480544,1129
1630679481673,375
1630679482048,377
1630679482425,372
1630679482797,378
1630679483175,378
1630679483553,383
1630679483936,381
1630679484317,375
1630679484692,376
1630679485068,217
1630679485285,163
1630679485448,379
1630679485827,382
1630679486209,239
1630679486448,453
1630679486901,410
1630679487311,134
1630679487445,279
1630679487724,1509
1630679489233,374
1630679489607,374
1630679489981,375
1630679490356,372
1630679490728,367
1630679491095,371
1630679491466,365
1630679491831,305
1630679492136,62
1630679492198,364
1630679492562,360
1630679492922,366
1630679493288,363
1630679493651,359
1630679494010,358
1630679494368,359
1630679494727,359
1630679495086,280
1630679495366,75
1630679495441,356
1630679495797,363
1630679496160,348
1630679496508,353
1630679496861,512
1630679497373,191
1630679497564,350
1630679497914,278
1630679498192,769
1630679498961,351
1630679499312,348
1630679499660,352
1630679500012,347
1630679500359,348
1630679500707,695
1630679501402,345
1630679501747,343
1630679502090,346
1630679502436,397
1630679502833,629
1630679503462,341
1630679503803,340
1630679504143,191
1630679504334,147
1630679504481,338
1630679504819,679
1630679505498,339
1630679505837,336
1630679506173,338
1630679506511,674
1630679507185,338
1630679507523,338
1630679507861,339
1630679508200,335
1630679508535,336
1630679508871,336
1630679509207,337
1630679509544,337
1630679509881,218
1630679510099,127
1630679510226,691
1630679510917,318
1630679511235,338
1630679511573,167
1630679511740,174
1630679511914,334
1630679512248,338
1630679512586,677
1630679513263,335
1630679513598,337
1630679513935,340
1630679514275,335
1630679514610,343
1630679514953,337
1630679515290,341
1630679515631,344
1630679515975,342
1630679516317,344
1630679516661,341
1630679517002,344
1630679517346,137
1630679517483,205
1630679517688,342
1630679518030,1037
1630679519067,343
1630679519410,346
1630679519756,347
1630679520103,347
1630679520450,1043
1630679521493,347
1630679521840,349
1630679522189,399
1630679522588,298
1630679522886,694
1630679523580,345
1630679523925,178
1630679524103,167
1630679524270,344
1630679524614,343
1630679524957,691
1630679525648,117
1630679525765,224
1630679525989,343
1630679526332,348
1630679526680,345
1630679527025,342
1630679527367,348
1630679527715,344
1630679528059,350
1630679528409,241
1630679528650,103
1630679528753,345
1630679529098,692
1630679529790,344
1630679530134,341
1630679530475,345
1630679530820,337
1630679531157,116
1630679531273,290
1630679531563,283
1630679531846,344
1630679532190,346
1630679532536,342
1630679532878,341
1630679533219,338
1630679533557,340
1630679533897,170
1630679534067,170
1630679534237,342
1630679534579,302
1630679534881,370
1630679535251,336
1630679535587,336
1630679535923,337
1630679536260,334
1630679536594,1000
1630679537594,332
1630679537926,333
1630679538259,334
1630679538593,664
1630679539257,331
1630679539588,334
1630679539922,334
1630679540256,335
1630679540591,330
1630679540921,333
1630679541254,335
1630679541589,331
1630679541920,333
1630679542253,330
1630679542583,330
1630679542913,222
1630679543135,112
1630679543247,330
1630679543577,331
1630679543908,331
1630679544239,329
1630679544568,330
1630679544898,332
1630679545230,332
1630679545562,328
1630679545890,328
1630679546218,332
1630679546550,332
1630679546882,328
1630679547210,332
1630679547542,330
1630679547872,335
1630679548207,327
1630679548534,331
1630679548865,330
1630679549195,330
1630679549525,329
1630679549854,330
1630679550184,331
1630679550515,329
1630679550844,329
1630679551173,664
1630679551837,329
1630679552166,329
1630679552495,331
1630679552826,332
1630679553158,328
1630679553486,330
1630679553816,329
1630679554145,330
1630679554475,326
1630679554801,330
1630679555131,656
1630679555787,328
1630679556115,330
1630679556445,329
1630679556774,326
1630679557100,327
1630679557427,329
1630679557756,328
1630679558084,324
1630679558408,327
1630679558735,651
1630679559386,324
1630679559710,326
1630679560036,328
1630679560364,321
1630679560685,324
1630679561009,328
1630679561337,327
1630679561664,324
1630679561988,324
1630679562312,326
1630679562638,323
1630679562961,324
1630679563285,324
1630679563609,320
1630679563929,323
1630679564252,323
1630679564575,321
1630679564896,320
1630679565216,319
1630679565535,324
1630679565859,321
1630679566180,320
1630679566500,320
1630679566820,321
1630679567141,316
1630679567457,321
1630679567778,323
1630679568101,316
1630679568417,320
1630679568737,319
1630679569056,319
1630679569375,319
1630679569694,316
1630679570010,320
1630679570330,317
1630679570647,316
1630679570963,318
1630679571281,317
1630679571598,318
1630679571916,318
1630679572234,635
1630679572869,204
1630679573073,113
1630679573186,317
1630679573503,638
1630679574141,321
1630679574462,319
1630679574781,319
1630679575100,321
1630679575421,316
1630679575737,322
1630679576059,640
1630679576699,318
1630679577017,318
1630679577335,319
1630679577654,317
1630679577971,321
1630679578292,316
1630679578608,254
1630679578862,382
1630679579244,322
1630679579566,318
1630679579884,316
1630679580200,641
1630679580841,318
1630679581159,320
1630679581479,409
1630679581888,234
1630679582122,317
1630679582439,321
1630679582760,643
1630679583403,322
1630679583725,320
1630679584045,324
1630679584369,321
1630679584690,321
1630679585011,318
1630679585329,323
1630679585652,323
1630679585975,639
1630679586614,320
1630679586934,324
1630679587258,644
1630679587902,322
1630679588224,323
1630679588547,327
1630679588874,319
1630679589193,322
1630679589515,323
1630679589838,323
1630679590161,320
1630679590481,318
1630679590799,321
1630679591120,250
1630679591370,71
1630679591441,640
1630679592081,321
1630679592402,642
1630679593044,322
1630679593366,324
1630679593690,325
1630679594015,322
1630679594337,326
1630679594663,324
1630679594987,323
1630679595310,320
1630679595630,320
1630679595950,324
1630679596274,323
1630679596597,322
1630679596919,322
1630679597241,321
1630679597562,322
1630679597884,324
1630679598208,327
1630679598535,319
1630679598854,322
1630679599176,324
1630679599500,646
1630679600146,323
1630679600469,328
1630679600797,323
1630679601120,326
1630679601446,324
1630679601770,325
1630679602095,324
1630679602419,328
1630679602747,322
1630679603069,322
1630679603391,324
1630679603715,325
1630679604040,324
1630679604364,184
1630679604548,142
1630679604690,324
1630679605014,325
1630679605339,649
1630679605988,325
1630679606313,328
1630679606641,650
1630679607291,322
1630679607613,325
1630679607938,966
1630679608904,289
1630679609193,354
1630679609547,330
1630679609877,312
1630679610189,319
1630679610508,324
1630679610832,330
1630679611162,313
1630679611475,321
1630679611796,321
1630679612117,643
1630679612760,322
1630679613082,323
1630679613405,644
1630679614049,320
1630679614369,322
1630679614691,323
1630679615014,317
1630679615331,324
1630679615655,323
1630679615978,319
1630679616297,321
1630679616618,320
1630679616938,323
1630679617261,320
1630679617581,318
1630679617899,323
1630679618222,321
1630679618543,321
1630679618864,320
1630679619184,320
1630679619504,322
1630679619826,322
1630679620148,321
1630679620469,323
1630679620792,320
1630679621112,322
1630679621434,321
1630679621755,325
1630679622080,329
1630679622409,142
1630679622551,171
1630679622722,321
1630679623043,327
1630679623370,321
1630679623691,324
1630679624015,318
1630679624333,322
1630679624655,322
1630679624977,317
1630679625294,322
1630679625616,321
1630679625937,321
1630679626258,319
1630679626577,318
1630679626895,320
1630679627215,319
1630679627534,318
1630679627852,319
1630679628171,318
1630679628489,320
1630679628809,317
1630679629126,317
1630679629443,318
1630679629761,251
1630679630012,705
1630679630717,318
1630679631035,319
1630679631354,324
1630679631678,319
1630679631997,642
1630679632639,320
1630679632959,318
1630679633277,322
1630679633599,319
1630679633918,322
1630679634240,319
1630679634559,322
1630679634881,321
1630679635202,319
1630679635521,324
1630679635845,641
1630679636486,322
1630679636808,180
1630679636988,471
1630679637459,323
1630679637782,324
1630679638106,325
1630679638431,324
1630679638755,320
1630679639075,975
1630679640050,323
1630679640373,324
1630679640697,326
1630679641023,324
1630679641347,324
1630679641671,325
1630679641996,326
1630679642322,324
1630679642646,328
1630679642974,325
1630679643299,325
1630679643624,326
1630679643950,330
1630679644280,328
1630679644608,328
1630679644936,327
1630679645263,330
1630679645593,331
1630679645924,333
1630679646257,662
1630679646919,335
1630679647254,334
1630679647588,333
1630679647921,332
1630679648253,338
1630679648591,333
1630679648924,336
1630679649260,337
1630679649597,338
1630679649935,340
1630679650275,339
1630679650614,342
1630679650956,339
1630679651295,345
1630679651640,346
1630679651986,341
1630679652327,343
1630679652670,346
1630679653016,346
1630679653362,344
1630679653706,345
1630679654051,347
1630679654398,347
1630679654745,349
1630679655094,352
1630679655446,355
1630679655801,357
1630679656158,357
1630679656515,358
1630679656873,363
1630679657236,366
1630679657602,360
1630679657962,361
1630679658323,365
1630679658688,365
1630679659053,365
1630679659418,363
1630679659781,363
1630679660144,364
1630679660508,365
1630679660873,365
1630679661238,363
1630679661601,365
1630679661966,369
1630679662335,364
1630679662699,362
1630679663061,363
1630679663424,364
1630679663788,366
1630679664154,376
1630679664530,378
1630679664908,385
1630679665293,389
1630679665682,384
1630679666066,382
1630679666448,380
1630679666828,380
1630679667208,380
1630679667588,384
1630679667972,387
1630679668359,385
1630679668744,388
1630679669132,392
1630679669524,393
1630679669917,397
1630679670314,395
1630679670709,402
1630679671111,406
1630679671517,411
1630679671928,412
1630679672340,413
1630679672753,421
1630679673174,427
1630679673601,432
1630679674033,423
1630679674456,421
1630679674877,424
1630679675301,424
1630679675725,420
1630679676145,418
1630679676563,418
1630679676981,423
1630679677404,426
1630679677830,423
1630679678253,429
1630679678682,437
1630679679119,446
1630679679565,444
1630679680009,442
1630679680451,450
1630679680901,453
1630679681354,451
1630679681805,442
1630679682247,447
1630679682694,444
1630679683138,431
1630679683569,425
1630679683994,427
1630679684421,427
1630679684848,421
1630679685269,417
1630679685686,422
1630679686108,434
1630679686542,443
1630679686985,460
1630679687445,464
1630679687909,455
1630679688364,446
1630679688810,460
1630679689270,466
1630679689736,454
1630679690190,446
1630679690636,440
1630679691076,439
1630679691515,443
1630679691958,449
1630679692407,446
1630679692853,439
1630679693292,439
1630679693731,441
1630679694172,438
1630679694610,434
1630679695044,440
1630679695484,450
1630679695934,457
1630679696391,461
1630679696852,459
1630679697311,468
1630679697779,481
1630679698260,482
1630679698742,471
1630679699213,473
1630679699686,478
1630679700164,481
1630679700645,474
1630679701119,474
1630679701593,478
1630679702071,483
1630679702554,476
1630679703030,481
1630679703511,488
1630679703999,486
1630679704485,483
1630679704968,492
1630679705460,500
1630679705960,496
1630679706456,494
1630679706950,500
1630679707450,503
1630679707953,495
1630679708448,500
1630679708948,516
1630679709464,512
1630679709976,500
1630679710476,503
1630679710979,509
1630679711488,500
1630679711988,494
1630679712482,504
1630679712986,513
1630679713499,510
1630679714009,504
1630679714513,509
1630679715022,518
1630679715540,518
1630679716058,508
1630679716566,514
1630679717080,517
1630679717597,506
1630679718103,501
1630679718604,521
1630679719125,527
1630679719652,517
1630679720169,508
1630679720677,517
1630679721194,520
1630679721714,516
1630679722230,505
1630679722735,514
1630679723249,518
1630679723767,509
1630679724276,511
1630679724787,522
1630679725309,525
1630679725834,521
1630679726355,521
1630679726876,532
1630679727408,539
1630679727947,521
1630679728468,521
1630679728989,532
1630679729521,527
1630679730048,514
1630679730562,520
1630679731082,525
1630679731607,515
1630679732122,508
1630679732630,522
1630679733152,522
1630679733674,511
1630679734185,510
1630679734695,518
1630679735213,516
1630679735729,507
1630679736236,508
1630679736744,517
1630679737261,520
1630679737781,517
1630679738298,524
1630679738822,529
1630679739351,521
1630679739872,513
1630679740385,528
1630679740913,534
1630679741447,524
1630679741971,517
1630679742488,532
1630679743020,532
1630679743552,527
1630679744079,531
1630679744610,542
1630679745152,546
1630679745698,535
1630679746233,542
1630679746775,547
1630679747322,542
1630679747864,534
1630679748398,530
1630679748928,531
1630679749459,528
1630679749987,519
1630679750506,529
1630679751035,548
1630679751583,550
1630679752133,542
1630679752675,545
1630679753220,553
1630679753773,563
1630679754336,548
1630679754884,528
1630679755412,531
1630679755943,522
1630679756465,513
1630679756978,512
1630679757490,519
1630679758009,514
1630679758523,508
1630679759031,515
1630679759546,523
1630679760069,524
1630679760593,519
1630679761112,531
1630679761643,534
1630679762177,528
1630679762705,516
1630679763221,514
1630679763735,506
1630679764241,497
1630679764738,496
1630679765234,494
1630679765728,485
1630679766213,481
1630679766694,481
1630679767175,486
1630679767661,496
1630679768157,506
1630679768663,517
1630679769180,513
1630679769693,512
1630679770205,519
1630679770724,519
1630679771243,514
1630679771757,505
1630679772262,511
1630679772773,511
1630679773284,508
1630679773792,504
1630679774296,508
1630679774804,521
1630679775325,535
1630679775860,529
1630679776389,531
1630679776920,543
1630679777463,554
1630679778017,544
1630679778561,540
1630679779101,542
1630679779643,542
1630679780185,533
1630679780718,536
1630679781254,535
1630679781789,530
1630679782319,524
1630679782843,527
1630679783370,527
1630679783897,522
1630679784419,518
1630679784937,525
1630679785462,533
1630679785995,530
1630679786525,526
1630679787051,536
1630679787587,543
1630679788130,541
1630679788671,536
1630679789207,542
1630679789749,545
1630679790294,546
1630679790840,551
1630679791391,552
1630679791943,543
1630679792486,539
1630679793025,533
1630679793558,534
1630679794092,533
1630679794625,533
1630679795158,535
1630679795693,538
1630679796231,539
1630679796770,532
1630679797302,534
1630679797836,542
1630679798378,536
1630679798914,533
1630679799447,530
1630679799977,540
1630679800517,548
1630679801065,544
1630679801609,536
1630679802145,540
1630679802685,549
1630679803234,545
1630679803779,535
1630679804314,542
1630679804856,543
1630679805399,543
1630679805942,539
1630679806481,544
1630679807025,547
1630679807572,545
1630679808117,541
1630679808658,545
1630679809203,549
1630679809752,554
1630679810306,548
1630679810854,548
1630679811402,549
1630679811951,544
1630679812495,544
1630679813039,548
1630679813587,548
1630679814135,541
1630679814676,540
1630679815216,544
1630679815760,545
1630679816305,547
1630679816852,541
1630679817393,535
1630679817928,526
1630679818454,526
1630679818980,515
1630679819495,508
1630679820003,506
1630679820509,501
1630679821010,498
1630679821508,495
1630679822003,497
1630679822500,500
1630679823000,505
1630679823505,511
1630679824016,509
1630679824525,517
1630679825042,521
1630679825563,519
1630679826082,514
1630679826596,512
1630679827108,509
1630679827617,503
1630679828120,501
1630679828621,504
1630679829125,511
1630679829636,535
1630679830171,551
1630679830722,552
1630679831274,573
1630679831847,601
1630679832448,600
1630679833048,579
1630679833627,577
1630679834204,583
1630679834787,578
1630679835365,565
1630679835930,559
1630679836489,560
1630679837049,550
1630679837599,542
1630679838141,539
1630679838680,538
1630679839218,535
1630679839753,532
1630679840285,533
1630679840818,541
1630679841359,555
1630679841914,554
1630679842468,548
1630679843016,557
1630679843573,560
1630679844133,553
1630679844686,547
1630679845233,552
1630679845785,548
1630679846333,540
1630679846873,540
1630679847413,543
1630679847956,540
1630679848496,536
1630679849032,535
1630679849567,541
1630679850108,542
1630679850650,542
1630679851192,549
1630679851741,552
1630679852293,555
1630679852848,556
1630679853404,559
1630679853963,565
1630679854528,562
1630679855090,558
1630679855648,559
1630679856207,564
1630679856771,564
1630679857335,563
1630679857898,574
1630679858472,592
1630679859064,597
1630679859661,593
1630679860254,602
1630679860856,609
1630679861465,611
1630679862076,595
1630679862671,591
1630679863262,588
1630679863850,585
1630679864435,576
1630679865011,574
1630679865585,580
1630679866165,586
1630679866751,589
1630679867340,586
1630679867926,587
1630679868513,593
1630679869106,588
1630679869694,583
1630679870277,586
1630679870863,588
1630679871451,589
1630679872040,581
1630679872621,570
1630679873191,573
1630679873764,569
1630679874333,568
1630679874901,565
1630679875466,559
1630679876025,550
1630679876575,540
1630679877115,536
1630679877651,535
1630679878186,537
1630679878723,544
1630679879267,548
1630679879815,564
1630679880379,575
1630679880954,582
1630679881536,588
1630679882124,610
1630679882734,615
1630679883349,602
1630679883951,598
1630679884549,600
1630679885149,595
1630679885744,587
1630679886331,581
1630679886912,582
1630679887494,576
1630679888070,569
1630679888639,564
1630679889203,566
1630679889769,560
1630679890329,555
1630679890884,555
1630679891439,545
1630679891984,540
1630679892524,534
1630679893058,528
1630679893586,527
1630679894113,528
1630679894641,528
1630679895169,526
1630679895695,522
1630679896217,518
1630679896735,519
1630679897254,517
1630679897771,517
1630679898288,517
1630679898805,516
1630679899321,514
1630679899835,513
1630679900348,526
1630679900874,546
1630679901420,558
1630679901978,569
1630679902547,581
1630679903128,593
1630679903721,603
